Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.clustering,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,,DD_g1054,320,143,,ReadEL,0.004472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.169925001442312,2.646551724137931,2.0,24,1.0093457943925233,1.0,108,9,0,0.0,0.0,0,14,0.1308411214953271,0.0,14,86,2.5794392523364484,2.0,276,4,0.7850467289719626,1.0,84,Partition(BranchingPartition),success,0.040049,none,116,HTD,,0.062483,7,,,,,,,none,PartitionTreedec,0.108694
,,,,,,,none,,DD_g1055,540,230,,ReadEL,0.015811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,5.584962500721156,2.263440860215054,2.0,6,0.6265822784810127,0.0,99,28,0,0.0,0.0,0,4,0.0759493670886076,0.0,12,22,1.8544303797468353,1.0,293,3,0.5379746835443038,0.0,85,Partition(BranchingPartition),success,0.052471,none,186,HTD,,0.010404,6,,,,,,,none,PartitionTreedec,0.080578
,,,,,,,none,,DD_g1056,132,58,,ReadEL,0.009124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.754887502163468,2.511111111111111,2.0,38,2.7142857142857144,1.0,95,10,0,0.0,0.0,0,52,2.6285714285714286,0.0,92,144,8.857142857142858,2.0,310,3,0.8571428571428571,1.0,30,Partition(BranchingPartition),success,0.015155,none,45,HTD,,0.106497,8,,,,,,,none,PartitionTreedec,0.13243
,,,,,,,none,,DD_g1057,820,372,,ReadEL,0.001392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10,-1,10.0,10.0,8803,8803.0,8803.0,8803,0,2,2.0,2.0,2,15,15.0,15.0,15,28980,28980.0,28980.0,28980,0,0.0,0.0,0,Partition(BranchingPartition),timeout,180.892646,none,307,HTD,,0.110872,12,,,,,,,none,PartitionTreedec,181.006706
,,,,,,,none,,DD_g1058,125,61,,ReadEL,0.000834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.754887502163468,2.641509433962264,3.0,20,1.5,1.0,72,5,3,0.08333333333333333,0.0,4,8,0.3125,0.0,15,70,4.354166666666667,2.0,209,3,0.7708333333333334,1.0,37,Partition(BranchingPartition),success,0.028363,none,53,HTD,,0.117489,7,,,,,,,none,PartitionTreedec,0.14837
,,,,,,,none,,DD_g1059,1356,558,,ReadEL,0.01438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,13,16.92481250360578,2.914473684210526,2.0,396504,1002.5555555555555,1.0,397012,60,64,0.16161616161616163,0.0,64,3398,8.580808080808081,0.0,3398,1307166,3303.2045454545455,2.0,1308069,11,1.2828282828282829,1.0,508,Partition(BranchingPartition),success,41.247985,none,456,HTD,,0.014639,19,,,,,,,none,PartitionTreedec,41.278962
,,,,,,,none,,DD_g105,1191,423,,ReadEL,0.002128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,12,15.339850002884624,3.063063063063063,3.0,211384,703.6677740863787,1.0,211804,32,72,0.23920265780730898,0.0,72,1108,3.681063122923588,0.0,1108,696404,2316.0265780730897,2.0,697124,10,1.3953488372093024,1.0,420,Partition(BranchingPartition),success,23.180307,none,333,HTD,,0.019548,17,,,,,,,none,PartitionTreedec,23.203947
,,,,,,,none,,DD_g1060,484,226,,ReadEL,0.000845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,10.169925001442312,2.9948979591836733,2.0,8805,49.68681318681319,1.0,9043,14,4,0.02197802197802198,0.0,4,29,0.25274725274725274,0.0,46,28994,161.9835164835165,2.0,29481,6,1.1703296703296704,1.0,213,Partition(BranchingPartition),success,0.956634,none,196,HTD,,0.02324,10,,,,,,,none,PartitionTreedec,0.982551
,,,,,,,none,,DD_g1061,1210,302,,ReadEL,0.015674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000776,none,212,HTD,,0.074526,54,,,,,,,none,PartitionTreedec,180.10471
,,,,,,,none,,DD_g1062,1275,543,,ReadEL,0.001987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000609,none,435,HTD,,0.101528,32,,,,,,,none,PartitionTreedec,180.106588
,,,,,,,none,,DD_g1063,680,277,,ReadEL,0.001587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,9.0,2.7058823529411766,2.0,1101,6.768041237113402,1.0,1313,27,0,0.0,0.0,0,12,0.0979381443298969,0.0,19,3628,21.15463917525773,2.0,4104,6,0.9484536082474226,1.0,184,Partition(BranchingPartition),success,0.176638,none,221,HTD,,0.082637,10,,,,,,,none,PartitionTreedec,0.262767
,,,,,,,none,,DD_g1064,483,185,,ReadEL,0.001225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,11.509775004326936,2.7449664429530203,3.0,3146,27.5,1.0,3300,29,310,2.5833333333333335,0.0,310,2192,18.266666666666666,0.0,2192,11408,97.34166666666667,2.0,11681,6,1.2833333333333334,1.0,154,Partition(BranchingPartition),success,0.377131,none,149,HTD,,0.122397,13,,,,,,,none,PartitionTreedec,0.502536
,,,,,,,none,,DD_g1065,258,89,,ReadEL,0.000954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,4.169925001442312,1.9625,2.0,1,0.4520547945205479,0.0,33,7,0,0.0,0.0,0,0,0.0,0.0,0,6,1.5890410958904109,1.0,116,1,0.3972602739726027,0.0,29,Partition(BranchingPartition),success,0.016088,none,80,HTD,,0.042524,4,,,,,,,none,PartitionTreedec,0.061311
,,,,,,,none,,DD_g1066,272,122,,ReadEL,0.00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.169925001442312,2.392156862745098,2.0,5,0.7586206896551724,1.0,66,15,1,0.011494252873563218,0.0,1,9,0.10344827586206896,0.0,9,21,1.9310344827586208,2.0,168,3,0.7011494252873564,1.0,61,Partition(BranchingPartition),success,0.021143,none,102,HTD,,0.010779,6,,,,,,,none,PartitionTreedec,0.03431
,,,,,,,none,,DD_g1067,528,247,,ReadEL,0.003441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10,10.584962500721156,2.9613526570048307,2.0,79211,417.4607329842932,1.0,79735,16,2,0.010471204188481676,0.0,2,10,0.09947643979057591,0.0,19,260660,1372.2774869109949,2.0,262105,6,1.0890052356020943,1.0,208,Partition(BranchingPartition),success,12.495381,none,207,HTD,,0.037897,10,,,,,,,none,PartitionTreedec,12.53857
,,,,,,,none,,DD_g1068,1138,544,,ReadEL,0.001762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,11.339850002884624,2.689655172413793,2.0,1314,5.050420168067227,1.0,1803,107,0,0.0,0.0,0,314,0.8795518207282913,0.0,314,4508,15.330532212885155,2.0,5473,7,1.2240896358543418,1.0,437,Partition(BranchingPartition),success,0.225104,none,464,HTD,,0.014163,12,,,,,,,none,PartitionTreedec,0.242844
,,,,,,,none,,DD_g1069,154,63,,ReadEL,0.014229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,5.584962500721156,2.5,2.0,6,0.8372093023255814,1.0,36,5,0,0.0,0.0,0,4,0.13953488372093023,0.0,6,22,2.3488372093023258,2.0,101,2,0.627906976744186,1.0,27,Partition(BranchingPartition),success,0.010557,none,48,HTD,,0.115614,6,,,,,,,none,PartitionTreedec,0.142124
,,,,,,,none,,DD_g106,1354,574,,ReadEL,0.005018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000619,none,471,HTD,,0.033957,25,,,,,,,none,PartitionTreedec,180.042207
,,,,,,,none,,DD_g1070,311,129,,ReadEL,0.000591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.169925001442312,2.519607843137255,2.0,24,0.8736842105263158,0.0,83,7,1,0.010526315789473684,0.0,1,14,0.14736842105263157,0.0,14,87,2.526315789473684,1.0,240,4,0.6210526315789474,0.0,59,Partition(BranchingPartition),success,0.087621,none,102,HTD,,0.011984,7,,,,,,,none,PartitionTreedec,0.101972
,,,,,,,none,,DD_g1071,80,33,,ReadEL,0.000843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2,3.0,1.1153846153846154,1.0,0,0.0,0.0,0,23,0,0.0,0.0,0,0,0.0,0.0,0,1,1.0,1.0,3,0,0.0,0.0,0,Partition(BranchingPartition),success,0.001501,none,26,HTD,,0.006913,3,,,,,,,none,PartitionTreedec,0.010946
,,,,,,,none,,DD_g1072,366,161,,ReadEL,0.000972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.0,2.294573643410853,2.0,6,0.5714285714285714,0.0,64,17,1,0.008928571428571428,0.0,1,3,0.026785714285714284,0.0,3,22,1.7053571428571428,1.0,191,3,0.5178571428571429,0.0,58,Partition(BranchingPartition),success,0.035216,none,129,HTD,,0.093927,6,,,,,,,none,PartitionTreedec,0.131763
,,,,,,,none,,DD_g1073,148,56,,ReadEL,0.000744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,4.321928094887362,1.8541666666666667,2.0,1,0.22857142857142856,0.0,8,13,0,0.0,0.0,0,0,0.0,0.0,0,4,1.2857142857142858,1.0,45,1,0.2,0.0,7,Partition(BranchingPartition),success,0.007654,none,48,HTD,,0.025948,5,,,,,,,none,PartitionTreedec,0.03606
,,,,,,,none,,DD_g1074,750,288,,ReadEL,0.001784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,12,13.754887502163468,3.3,3.0,475270,2181.559633027523,1.0,475580,12,2,0.009174311926605505,0.0,2,90,0.41284403669724773,0.0,90,1564002,7176.738532110092,2.0,1564529,10,1.4220183486238531,1.0,310,Partition(BranchingPartition),success,49.816914,none,230,HTD,,0.010586,14,,,,,,,none,PartitionTreedec,49.831226
,,,,,,,none,,DD_g1075,463,177,,ReadEL,0.064413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,9.754887502163468,2.7058823529411766,2.0,649,7.766355140186916,1.0,831,29,2,0.018691588785046728,0.0,2,114,1.102803738317757,0.0,118,2205,24.457943925233646,2.0,2617,5,1.205607476635514,1.0,129,Partition(BranchingPartition),success,0.094685,none,136,HTD,,0.098484,10,,,,,,,none,PartitionTreedec,0.259326
,,,,,,,none,,DD_g1076,1858,891,,ReadEL,0.002825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000717,none,751,HTD,,0.022417,17,,,,,,,none,PartitionTreedec,180.028649
,,,,,,,none,,DD_g1077,257,111,,ReadEL,0.001497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.339850002884624,2.383720930232558,2.0,31,1.2173913043478262,1.0,84,17,0,0.0,0.0,0,2,0.028985507246376812,0.0,2,107,3.3043478260869565,2.0,228,4,0.7681159420289855,1.0,53,Partition(BranchingPartition),success,0.022986,none,86,HTD,,0.113627,8,,,,,,,none,PartitionTreedec,0.139759
,,,,,,,none,,DD_g1078,229,111,,ReadEL,0.000488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,9.754887502163468,3.0,3.0,327,5.2023809523809526,1.0,437,11,0,0.0,0.0,0,70,0.8333333333333334,0.0,70,1117,15.595238095238095,2.0,1310,6,1.3095238095238095,1.0,110,Partition(BranchingPartition),success,0.060916,none,95,HTD,,0.006008,10,,,,,,,none,PartitionTreedec,0.069166
,,,,,,,none,,DD_g1079,217,104,,ReadEL,0.002587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.169925001442312,2.6555555555555554,3.0,14,1.0769230769230769,1.0,84,12,1,0.038461538461538464,0.0,3,14,0.2692307692307692,0.0,21,52,2.7564102564102564,2.0,215,3,0.8205128205128205,1.0,64,Partition(BranchingPartition),success,0.044448,none,90,HTD,,0.057619,6,,,,,,,none,PartitionTreedec,0.106429
,,,,,,,none,,DD_g107,291,130,,ReadEL,0.000562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,8.169925001442312,2.69811320754717,2.0,161,3.0549450549450547,1.0,278,15,0,0.0,0.0,0,40,0.6703296703296703,0.0,61,542,9.054945054945055,2.0,824,5,0.989010989010989,1.0,90,Partition(BranchingPartition),success,0.042415,none,106,HTD,,0.125043,8,,,,,,,none,PartitionTreedec,0.169775
,,,,,,,none,,DD_g1080,347,127,,ReadEL,0.002181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000492,none,97,HTD,,0.291854,20,,,,,,,none,PartitionTreedec,180.297603
,,,,,,,none,,DD_g1081,203,86,,ReadEL,0.001266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,7.584962500721156,2.591549295774648,2.0,315,7.326923076923077,1.0,381,19,1,0.038461538461538464,0.0,2,8,0.4807692307692308,0.0,25,1040,22.903846153846153,2.0,1191,4,1.0384615384615385,1.0,54,Partition(BranchingPartition),success,0.045262,none,71,HTD,,0.009848,7,,,,,,,none,PartitionTreedec,0.058089
,,,,,,,none,,DD_g1082,154,67,,ReadEL,0.000436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,4.169925001442312,1.8909090909090909,2.0,1,0.3611111111111111,0.0,13,19,1,0.05555555555555555,0.0,2,1,0.08333333333333333,0.0,3,6,1.9722222222222223,1.0,71,1,0.1111111111111111,0.0,4,Partition(BranchingPartition),success,0.008855,none,55,HTD,,0.165965,4,,,,,,,none,PartitionTreedec,0.176946
,,,,,,,none,,DD_g1083,602,252,,ReadEL,0.001444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,7.584962500721156,2.5841584158415842,2.0,158,1.712707182320442,1.0,310,21,3,0.027624309392265192,0.0,5,8,0.11049723756906077,0.0,20,524,5.0220994475138125,2.0,909,4,0.7348066298342542,1.0,133,Partition(BranchingPartition),success,0.058224,none,202,HTD,,0.151725,8,,,,,,,none,PartitionTreedec,0.213179
,,,,,,,none,,DD_g1084,767,289,,ReadEL,0.007707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,13,18.094737505048094,3.3862660944206007,3.0,642298,2961.5207373271887,1.0,642650,16,17115,78.87096774193549,0.0,17115,177704,818.9124423963134,0.0,177704,2233197,10293.84792626728,2.0,2233765,10,1.6221198156682028,1.0,352,Partition(BranchingPartition),success,70.379809,none,233,HTD,,0.010839,21,,,,,,,none,PartitionTreedec,70.400265
,,,,,,,none,,DD_g1085,188,94,,ReadEL,0.001183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,6.584962500721156,2.419753086419753,2.0,79,2.3181818181818183,1.0,153,15,0,0.0,0.0,0,5,0.12121212121212122,0.0,8,262,7.045454545454546,2.0,465,3,0.7121212121212122,0.5,47,Partition(BranchingPartition),success,0.025563,none,81,HTD,,0.139154,6,,,,,,,none,PartitionTreedec,0.167648
,,,,,,,none,,DD_g1086,339,137,,ReadEL,0.001473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,11.339850002884624,3.008771929824561,3.0,394,5.227722772277228,1.0,528,13,517,5.118811881188119,0.0,517,511,5.0594059405940595,0.0,511,1746,19.603960396039604,2.0,1980,6,1.3267326732673268,1.0,134,Partition(BranchingPartition),success,0.07794,none,114,HTD,,0.010125,13,,,,,,,none,PartitionTreedec,0.091253
,,,,,,,none,,DD_g1087,221,73,,ReadEL,0.000492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,7.339850002884624,2.5090909090909093,2.0,17,1.4090909090909092,1.0,62,11,5,0.20454545454545456,0.0,9,7,0.36363636363636365,0.0,16,63,3.9545454545454546,2.0,174,3,0.8636363636363636,1.0,38,Partition(BranchingPartition),success,0.015856,none,55,HTD,,0.013117,9,,,,,,,none,PartitionTreedec,0.031282
,,,,,,,none,,DD_g1088,552,224,,ReadEL,0.001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000452,none,169,HTD,,0.097696,19,,,,,,,none,PartitionTreedec,180.101774
,,,,,,,none,,DD_g1089,162,87,,ReadEL,0.005957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,5.169925001442312,2.0779220779220777,2.0,6,0.5245901639344263,0.0,32,16,0,0.0,0.0,0,1,0.03278688524590164,0.0,2,22,1.9180327868852458,1.0,117,2,0.36065573770491804,0.0,22,Partition(BranchingPartition),success,0.01774,none,77,HTD,,0.270249,5,,,,,,,none,PartitionTreedec,0.295671
,,,,,,,none,,DD_g108,1136,483,,ReadEL,0.001757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.00062,none,400,HTD,,0.013181,18,,,,,,,none,PartitionTreedec,180.022903
,,,,,,,none,,DD_g1090,130,64,,ReadEL,0.000968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,6.584962500721156,2.581818181818182,2.0,53,2.3125,0.0,111,7,0,0.0,0.0,0,5,0.1875,0.0,9,177,7.208333333333333,1.0,346,3,0.6458333333333334,0.0,31,Partition(BranchingPartition),success,0.018811,none,55,HTD,,0.063863,6,,,,,,,none,PartitionTreedec,0.185115
,,,,,,,none,,DD_g1091,293,115,,ReadEL,0.001445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,10.169925001442312,3.0319148936170213,2.0,4404,82.85185185185185,1.0,6711,13,1,0.012345679012345678,0.0,1,26,0.5802469135802469,0.0,47,14511,271.08641975308643,2.0,21958,6,1.2839506172839505,1.0,104,Partition(BranchingPartition),success,1.387857,none,94,HTD,,0.008119,10,,,,,,,none,PartitionTreedec,1.399165
,,,,,,,none,,DD_g1092,167,53,,ReadEL,0.000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,6.754887502163468,2.4571428571428573,2.0,3,0.7352941176470589,1.0,25,1,1,0.029411764705882353,0.0,1,4,0.11764705882352941,0.0,4,13,2.0,2.0,68,2,0.6470588235294118,1.0,22,Partition(BranchingPartition),success,0.00815,none,35,HTD,,0.006926,8,,,,,,,none,PartitionTreedec,0.01715
,,,,,,,none,,DD_g1093,197,103,,ReadEL,0.000807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,5.584962500721156,2.1758241758241756,2.0,11,0.8904109589041096,0.0,65,18,2,0.0410958904109589,0.0,3,4,0.1506849315068493,0.0,11,38,3.0547945205479454,1.0,223,2,0.410958904109589,0.0,30,Partition(BranchingPartition),success,0.019633,none,91,HTD,,0.007814,5,,,,,,,none,PartitionTreedec,0.030086
,,,,,,,none,,DD_g1094,471,183,,ReadEL,0.000769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10,11.754887502163468,2.966887417218543,2.0,85822,681.8776978417267,1.0,94781,12,5,0.050359712230215826,0.0,7,86,0.7266187050359713,0.0,101,282473,2242.776978417266,2.0,311746,6,1.1223021582733812,1.0,156,Partition(BranchingPartition),success,14.943452,none,151,HTD,,0.008422,12,,,,,,,none,PartitionTreedec,14.954471
,,,,,,,none,,DD_g1095,411,158,,ReadEL,0.001135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10,13.339850002884624,3.144,3.0,1415,13.902654867256636,1.0,1571,12,256,2.265486725663717,0.0,256,814,7.20353982300885,0.0,814,5365,49.849557522123895,2.0,5633,8,1.3805309734513274,1.0,156,Partition(BranchingPartition),success,0.186639,none,125,HTD,,0.211481,15,,,,,,,none,PartitionTreedec,0.401001
,,,,,,,none,,DD_g1096,412,164,,ReadEL,0.000684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,8.339850002884624,2.522727272727273,2.0,94,3.762376237623762,1.0,380,31,18,0.5346534653465347,0.0,54,56,2.0,0.0,202,342,12.247524752475247,2.0,1237,4,1.0,1.0,101,Partition(BranchingPartition),success,0.054019,none,132,HTD,,0.007542,9,,,,,,,none,PartitionTreedec,0.06396
,,,,,,,none,,DD_g1097,1188,456,,ReadEL,0.017492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,13,16.094737505048094,3.8356545961002784,3.0,278768,814.7784256559767,1.0,279469,16,351990,1026.2099125364432,0.0,351990,369445,1077.0991253644315,0.0,369445,1257243,3668.472303206997,2.0,1258286,11,2.043731778425656,1.0,701,Partition(BranchingPartition),success,44.124853,none,359,HTD,,0.015768,19,,,,,,,none,PartitionTreedec,44.160132
