Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.clustering,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,,DD_g1057,820,372,,ReadEL,0.001946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,12,12.584962500721156,2.964169381107492,2.0,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.055899,none,307,HTD,,0.012979,12,,,,,,,none,PartitionTreedec,0.072303
,,,,,,,none,,DD_g1058,125,61,,ReadEL,0.000374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.754887502163468,2.641509433962264,3.0,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.009383,none,53,HTD,,0.176369,7,,,,,,,none,PartitionTreedec,0.18754
,,,,,,,none,,DD_g1059,1356,558,,ReadEL,0.015112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,13,16.92481250360578,2.918859649122807,2.0,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.080942,none,456,HTD,,0.015744,19,,,,,,,none,PartitionTreedec,0.113303
,,,,,,,none,,DD_g105,1191,423,,ReadEL,0.007611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,12,15.339850002884624,3.054054054054054,3.0,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.063812,none,333,HTD,,0.022132,17,,,,,,,none,PartitionTreedec,0.095187
,,,,,,,none,,DD_g1060,484,226,,ReadEL,0.001176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,10.169925001442312,2.989795918367347,2.0,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.035811,none,196,HTD,,0.062057,10,,,,,,,none,PartitionTreedec,0.100495
,,,,,,,none,,DD_g1061,1210,302,,ReadEL,0.002748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,27,40.04259988171291,5.44811320754717,4.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.054293,none,212,HTD,,0.051566,54,,,,,,,none,PartitionTreedec,0.110098
,,,,,,,none,,DD_g1062,1275,543,,ReadEL,0.00237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,21,27.094737505048094,3.7586206896551726,3.0,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.085585,none,435,HTD,,0.016027,32,,,,,,,none,PartitionTreedec,0.105491
,,,,,,,none,,DD_g1063,680,277,,ReadEL,0.013288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,9.0,2.7058823529411766,2.0,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.068181,none,221,HTD,,0.049486,10,,,,,,,none,PartitionTreedec,0.132507
,,,,,,,none,,DD_g1064,483,185,,ReadEL,0.000801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,11.509775004326936,2.738255033557047,3.0,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.024855,none,149,HTD,,0.065066,13,,,,,,,none,PartitionTreedec,0.092145
,,,,,,,none,,DD_g1065,258,89,,ReadEL,0.000512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,4.169925001442312,1.9625,2.0,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.014176,none,80,HTD,,0.085569,4,,,,,,,none,PartitionTreedec,0.101656
,,,,,,,none,,DD_g1066,272,122,,ReadEL,0.000988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.169925001442312,2.392156862745098,2.0,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.017156,none,102,HTD,,0.129369,6,,,,,,,none,PartitionTreedec,0.148964
,,,,,,,none,,DD_g1067,528,247,,ReadEL,0.003429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10,10.584962500721156,2.9565217391304346,2.0,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.039775,none,207,HTD,,0.057108,10,,,,,,,none,PartitionTreedec,0.101814
,,,,,,,none,,DD_g1068,1138,544,,ReadEL,0.002302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,11.339850002884624,2.6875,2.0,-1,-1,-1,-1,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.076421,none,464,HTD,,0.081464,12,,,,,,,none,PartitionTreedec,0.161792
,,,,,,,none,,DD_g1069,154,63,,ReadEL,0.000721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,5.584962500721156,2.5,2.0,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.008585,none,48,HTD,,0.134068,6,,,,,,,none,PartitionTreedec,0.144795
,,,,,,,none,,DD_g106,1354,574,,ReadEL,0.002252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,17,21.92481250360578,3.1847133757961785,2.0,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.086338,none,471,HTD,,0.01441,25,,,,,,,none,PartitionTreedec,0.104527
,,,,,,,none,,DD_g1070,311,129,,ReadEL,0.021914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.169925001442312,2.519607843137255,2.0,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.058879,none,102,HTD,,0.157387,7,,,,,,,none,PartitionTreedec,0.239642
,,,,,,,none,,DD_g1071,80,33,,ReadEL,0.00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2,3.0,1.1153846153846154,1.0,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.001353,none,26,HTD,,0.006181,3,,,,,,,none,PartitionTreedec,0.009144
,,,,,,,none,,DD_g1072,366,161,,ReadEL,0.016844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.0,2.294573643410853,2.0,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.021245,none,129,HTD,,0.171371,6,,,,,,,none,PartitionTreedec,0.210968
,,,,,,,none,,DD_g1073,148,56,,ReadEL,0.000376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,4.321928094887362,1.8541666666666667,2.0,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.007113,none,48,HTD,,0.216237,5,,,,,,,none,PartitionTreedec,0.22517
,,,,,,,none,,DD_g1074,750,288,,ReadEL,0.001786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,12,13.754887502163468,3.3,3.0,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.047618,none,230,HTD,,0.043763,14,,,,,,,none,PartitionTreedec,0.094791
,,,,,,,none,,DD_g1075,463,177,,ReadEL,0.042196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,9.754887502163468,2.7205882352941178,2.0,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.021894,none,136,HTD,,0.182999,10,,,,,,,none,PartitionTreedec,0.24855
,,,,,,,none,,DD_g1076,1858,891,,ReadEL,0.004257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,16,17.169925001442312,2.9054593874833556,2.0,-1,-1,-1,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.131898,none,751,HTD,,0.042092,17,,,,,,,none,PartitionTreedec,0.179783
,,,,,,,none,,DD_g1077,257,111,,ReadEL,0.003066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.339850002884624,2.383720930232558,2.0,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.118572,none,86,HTD,,0.09664,8,,,,,,,none,PartitionTreedec,0.219724
,,,,,,,none,,DD_g1078,229,111,,ReadEL,0.045319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,9.754887502163468,3.0,3.0,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.032856,none,95,HTD,,0.183613,10,,,,,,,none,PartitionTreedec,0.263271
,,,,,,,none,,DD_g1079,217,104,,ReadEL,0.002616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.169925001442312,2.6555555555555554,3.0,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.015234,none,90,HTD,,0.118556,6,,,,,,,none,PartitionTreedec,0.137882
,,,,,,,none,,DD_g107,291,130,,ReadEL,0.000887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,8.169925001442312,2.69811320754717,2.0,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.018543,none,106,HTD,,0.090694,8,,,,,,,none,PartitionTreedec,0.111617
,,,,,,,none,,DD_g1080,347,127,,ReadEL,0.000718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,12,16.92481250360578,3.5257731958762886,3.0,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.018954,none,97,HTD,,0.032485,20,,,,,,,none,PartitionTreedec,0.053616
,,,,,,,none,,DD_g1081,203,86,,ReadEL,0.000669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,7.584962500721156,2.6056338028169015,2.0,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.010907,none,71,HTD,,0.173619,7,,,,,,,none,PartitionTreedec,0.186639
,,,,,,,none,,DD_g1082,154,67,,ReadEL,0.000759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,4.169925001442312,1.8909090909090909,2.0,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.007251,none,55,HTD,,0.214845,4,,,,,,,none,PartitionTreedec,0.22426
,,,,,,,none,,DD_g1083,602,252,,ReadEL,0.000917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,7.584962500721156,2.5841584158415842,2.0,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.034643,none,202,HTD,,0.045011,8,,,,,,,none,PartitionTreedec,0.082092
,,,,,,,none,,DD_g1084,767,289,,ReadEL,0.009153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,14,18.509775004326936,3.407725321888412,3.0,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.046051,none,233,HTD,,0.012344,21,,,,,,,none,PartitionTreedec,0.069033
,,,,,,,none,,DD_g1085,188,94,,ReadEL,0.000932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,6.584962500721156,2.419753086419753,2.0,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.01317,none,81,HTD,,0.145805,6,,,,,,,none,PartitionTreedec,0.168964
,,,,,,,none,,DD_g1086,339,137,,ReadEL,0.007916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,11.339850002884624,3.017543859649123,3.0,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.030946,none,114,HTD,,0.285828,13,,,,,,,none,PartitionTreedec,0.326131
,,,,,,,none,,DD_g1087,221,73,,ReadEL,0.010131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,7.339850002884624,2.4727272727272727,2.0,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.009215,none,55,HTD,,0.160999,9,,,,,,,none,PartitionTreedec,0.181771
,,,,,,,none,,DD_g1088,552,224,,ReadEL,0.012399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,15,17.92481250360578,3.3905325443786984,3.0,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.035559,none,169,HTD,,0.009602,19,,,,,,,none,PartitionTreedec,0.058914
,,,,,,,none,,DD_g1089,162,87,,ReadEL,0.000401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,5.169925001442312,2.0779220779220777,2.0,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.017684,none,77,HTD,,0.070615,5,,,,,,,none,PartitionTreedec,0.090336
,,,,,,,none,,DD_g108,1136,483,,ReadEL,0.002148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,14,16.92481250360578,3.1425,2.0,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.072286,none,400,HTD,,0.01307,18,,,,,,,none,PartitionTreedec,0.089004
,,,,,,,none,,DD_g1090,130,64,,ReadEL,0.000403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,6.584962500721156,2.581818181818182,2.0,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.009531,none,55,HTD,,0.230469,6,,,,,,,none,PartitionTreedec,0.24192
,,,,,,,none,,DD_g1091,293,115,,ReadEL,0.009033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,10.169925001442312,3.0319148936170213,2.0,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.015944,none,94,HTD,,0.29658,10,,,,,,,none,PartitionTreedec,0.322992
,,,,,,,none,,DD_g1092,167,53,,ReadEL,0.000755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,7.169925001442312,2.4857142857142858,2.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.006727,none,35,HTD,,0.26429,8,,,,,,,none,PartitionTreedec,0.273209
,,,,,,,none,,DD_g1093,197,103,,ReadEL,0.001969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,5.584962500721156,2.1758241758241756,2.0,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.014013,none,91,HTD,,0.008631,5,,,,,,,none,PartitionTreedec,0.026107
,,,,,,,none,,DD_g1094,471,183,,ReadEL,0.001335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,11,12.169925001442312,2.9735099337748343,2.0,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.030718,none,151,HTD,,0.061218,12,,,,,,,none,PartitionTreedec,0.094699
,,,,,,,none,,DD_g1095,411,158,,ReadEL,0.000825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,11,13.754887502163468,3.16,3.0,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.023834,none,125,HTD,,0.07715,15,,,,,,,none,PartitionTreedec,0.103202
,,,,,,,none,,DD_g1096,412,164,,ReadEL,0.004257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,8.339850002884624,2.522727272727273,2.0,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.020625,none,132,HTD,,0.007752,9,,,,,,,none,PartitionTreedec,0.034075
,,,,,,,none,,DD_g1097,1188,456,,ReadEL,0.002255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,13,16.094737505048094,3.8245125348189415,3.0,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.093788,none,359,HTD,,0.022787,19,,,,,,,none,PartitionTreedec,0.120323
,,,,,,,none,,DD_g1098,791,346,,ReadEL,0.023197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,12.509775004326936,2.9719298245614034,3.0,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.053358,none,285,HTD,,0.012147,14,,,,,,,none,PartitionTreedec,0.09029
,,,,,,,none,,DD_g1099,726,314,,ReadEL,0.001735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.169925001442312,2.2934362934362933,2.0,-1,-1,-1,-1,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.041557,none,259,HTD,,0.011008,7,,,,,,,none,PartitionTreedec,0.055854
,,,,,,,none,,DD_g109,314,132,,ReadEL,0.011411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,10.339850002884624,3.1018518518518516,3.0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.032653,none,108,HTD,,0.165175,11,,,,,,,none,PartitionTreedec,0.210741
,,,,,,,none,,DD_g10,327,146,,ReadEL,0.000627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.754887502163468,2.5546218487394956,2.0,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.020463,none,119,HTD,,0.019658,8,,,,,,,none,PartitionTreedec,0.042216
,,,,,,,none,,DD_g1100,114,62,,ReadEL,0.000669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.169925001442312,2.5849056603773586,2.0,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.009243,none,53,HTD,,0.116754,7,,,,,,,none,PartitionTreedec,0.128074
,,,,,,,none,,DD_g1101,100,40,,ReadEL,0.000292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,4.584962500721156,2.064516129032258,2.0,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.004812,none,31,HTD,,0.097031,5,,,,,,,none,PartitionTreedec,0.103559
