n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
865,seed=907 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,376,887,865,376,376,2.300531914893617,14,2.0,1,20,0.096659,0.006029,0.001049,0.001756,0.087825
871,seed=908 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,371,873,871,371,371,2.347708894878706,14,2,1,25,0.101013,0.007065,0.001148,0.002055,0.090745
855,seed=909 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,377,879,855,377,377,2.2679045092838197,13,2,1,28,0.095817,0.006745,0.001117,0.002015,0.08594
889,seed=910 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,396,926,889,396,396,2.244949494949495,14,1.5,1,24,0.111832,0.006845,0.001161,0.002,0.101826
846,seed=911 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,372,871,846,372,372,2.274193548387097,11,2.0,1,22,0.075998,0.005195,0.000971,0.001571,0.068261
818,seed=912 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,346,823,818,346,346,2.3641618497109826,10,2.0,1,20,0.077357,0.004982,0.000917,0.001595,0.069863
863,seed=913 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,372,882,863,372,372,2.3198924731182795,12,2.0,1,20,0.100427,0.005678,0.001133,0.001756,0.09186
879,seed=914 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,382,894,879,382,382,2.3010471204188483,16,2.0,1,29,0.115104,0.007664,0.001189,0.002309,0.103942
879,seed=915 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,365,871,879,365,365,2.408219178082192,14,2,1,28,0.111633,0.00748,0.001219,0.002089,0.100845
872,seed=916 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,379,895,872,379,379,2.300791556728232,12,2,1,22,0.091179,0.005762,0.001027,0.001759,0.082631
883,seed=906 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,381,898,883,381,381,2.3175853018372705,16,2,1,20,0.10594,0.006997,0.001107,0.002089,0.095747
874,seed=907 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,388,909,874,388,388,2.252577319587629,14,2.0,1,21,0.107192,0.006468,0.001079,0.001875,0.09777
877,seed=908 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,382,895,877,382,382,2.2958115183246073,13,2.0,1,30,0.10967,0.007772,0.001277,0.002221,0.0984
853,seed=909 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,376,878,853,376,376,2.268617021276596,13,2.0,1,23,0.089354,0.007156,0.00109,0.001948,0.07916
890,seed=910 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,398,933,890,398,398,2.236180904522613,14,2.0,1,23,0.103878,0.007463,0.001166,0.002004,0.093245
849,seed=911 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,375,877,849,375,375,2.264,12,2,1,22,0.084479,0.005464,0.000992,0.001681,0.076342
825,seed=912 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,357,848,825,357,357,2.310924369747899,9,2,1,20,0.077851,0.005525,0.000996,0.00167,0.06966
881,seed=913 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,385,913,881,385,385,2.2883116883116883,11,2,1,27,0.106878,0.006406,0.001085,0.002059,0.097328
881,seed=914 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,393,911,881,393,393,2.241730279898219,16,2,1,22,0.139867,0.008612,0.00131,0.002425,0.12752
880,seed=915 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,369,875,880,369,369,2.3848238482384825,13,2,1,25,0.11,0.008337,0.001192,0.002106,0.098365
871,seed=916 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,381,897,871,381,381,2.286089238845144,11,2,1,27,0.092868,0.006293,0.001045,0.00178,0.08375
884,seed=906 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,398,930,884,398,398,2.221105527638191,13,2.0,1,30,0.120792,0.008618,0.001166,0.002334,0.108674
876,seed=907 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,398,930,876,398,398,2.201005025125628,11,2.0,1,21,0.119589,0.007837,0.001076,0.002164,0.108512
878,seed=908 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,383,900,878,383,383,2.2924281984334205,12,2,1,23,0.11622,0.00926,0.001148,0.002365,0.103447
879,seed=909 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,401,933,879,401,401,2.1920199501246884,12,2,1,26,0.133382,0.00887,0.001203,0.002328,0.120981
890,seed=910 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,409,953,890,409,409,2.176039119804401,13,2,1,20,0.129362,0.008661,0.001181,0.002258,0.117262
871,seed=911 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,390,907,871,390,390,2.2333333333333334,10,2.0,1,28,0.092576,0.006746,0.001048,0.001828,0.082954
832,seed=912 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,370,869,832,370,370,2.2486486486486488,8,2.0,1,20,0.095425,0.006161,0.000997,0.001749,0.086518
880,seed=913 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,401,935,880,401,401,2.1945137157107233,10,2,1,26,0.107072,0.007465,0.001039,0.002097,0.096471
885,seed=914 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,407,936,885,407,407,2.1744471744471743,16,2,1,29,0.155999,0.010709,0.00124,0.002698,0.141352
879,seed=915 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,381,889,879,381,381,2.3070866141732282,14,2,1,34,0.120654,0.009737,0.001153,0.002385,0.107379
870,seed=916 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,390,915,870,390,390,2.230769230769231,10,2.0,1,26,0.09809,0.007019,0.001038,0.001983,0.08805
892,seed=906 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,300,763,892,300,300,2.973333333333333,12,2.0,1,27,0.078373,0.006386,0.001035,0.001759,0.069193
881,seed=907 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,289,738,881,289,289,3.0484429065743943,12,2,1,30,0.086236,0.006098,0.001018,0.001741,0.077379
886,seed=908 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,292,737,886,292,292,3.0342465753424657,12,2.0,1,31,0.084883,0.006826,0.001112,0.001838,0.075107
890,seed=909 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,306,767,890,306,306,2.9084967320261437,12,2.0,1,27,0.090261,0.006583,0.00108,0.001894,0.080704
891,seed=910 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,292,755,891,292,292,3.0513698630136985,12,2.0,1,19,0.087478,0.006267,0.001046,0.001658,0.078507
880,seed=911 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,292,743,880,292,292,3.0136986301369864,13,2.0,1,22,0.069462,0.005397,0.000904,0.001456,0.061705
857,seed=912 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,290,737,857,290,290,2.9551724137931035,10,2.0,1,19,0.068179,0.005292,0.000947,0.001456,0.060484
890,seed=913 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,298,758,890,298,298,2.9865771812080535,11,2.0,1,23,0.074845,0.006058,0.000969,0.001683,0.066135
886,seed=914 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,292,744,886,292,292,3.0342465753424657,14,2.0,1,27,0.093932,0.007385,0.00111,0.001921,0.083516
890,seed=915 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,288,736,890,288,288,3.0902777777777777,14,2.0,1,27,0.084242,0.007016,0.0011,0.00173,0.074396
887,seed=916 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,297,752,887,297,297,2.9865319865319866,13,2,1,23,0.078,0.005715,0.000944,0.001557,0.069784
893,seed=906 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,306,772,893,306,306,2.918300653594771,11,2.0,1,30,0.084555,0.007059,0.00109,0.001845,0.074561
893,seed=907 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,305,775,893,305,305,2.9278688524590164,12,2,1,33,0.091831,0.006755,0.000995,0.001962,0.082119
895,seed=908 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,297,747,895,297,297,3.0134680134680134,12,2,1,30,0.09497,0.007966,0.00108,0.001955,0.083969
892,seed=909 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,312,784,892,312,312,2.858974358974359,12,2.0,1,27,0.09511,0.007315,0.001056,0.002024,0.084715
891,seed=910 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,300,764,891,300,300,2.97,11,2.0,1,31,0.095639,0.007336,0.001032,0.001866,0.085405
881,seed=911 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,297,752,881,297,297,2.9663299663299663,13,2,1,22,0.074406,0.005916,0.000959,0.001504,0.066027
828,seed=912 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,285,718,828,285,285,2.905263157894737,10,2,1,21,0.068612,0.005802,0.000894,0.00145,0.060466
896,seed=913 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,312,791,896,312,312,2.871794871794872,10,2.0,1,25,0.079459,0.006891,0.001035,0.001845,0.069688
882,seed=914 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,293,743,882,293,293,3.0102389078498293,13,2,1,30,0.099126,0.008547,0.001082,0.001952,0.087545
896,seed=915 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,299,765,896,299,299,2.9966555183946486,14,2,1,25,0.091834,0.00803,0.001076,0.001908,0.08082
889,seed=916 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,303,765,889,303,303,2.933993399339934,12,2,1,22,0.075474,0.006341,0.001032,0.00167,0.066431
895,seed=906 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,321,797,895,321,321,2.7881619937694704,10,2,1,41,0.116955,0.009231,0.001124,0.002198,0.104402
887,seed=907 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,310,783,887,310,310,2.861290322580645,12,2.0,1,29,0.10396,0.008212,0.001049,0.002075,0.092624
889,seed=908 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,320,794,889,320,320,2.778125,11,2.0,1,31,0.109664,0.009709,0.001189,0.002156,0.09661
893,seed=909 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,322,802,893,322,322,2.7732919254658386,11,2.0,1,35,0.12415,0.009073,0.001242,0.002184,0.111651
894,seed=910 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,323,808,894,323,323,2.7678018575851393,10,2,1,34,0.120164,0.009448,0.001102,0.002242,0.107372
884,seed=911 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,301,766,884,301,301,2.9368770764119603,12,2,1,26,0.087142,0.006997,0.001026,0.00171,0.077409
871,seed=912 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,303,766,871,303,303,2.8745874587458746,9,2,1,23,0.085941,0.007378,0.000956,0.00172,0.075887
892,seed=913 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,325,811,892,325,325,2.7446153846153845,10,2,1,27,0.100924,0.008222,0.001039,0.002042,0.089621
882,seed=914 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,317,784,882,317,317,2.782334384858044,12,2,1,34,0.133999,0.010687,0.001247,0.002379,0.119686
893,seed=915 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,313,785,893,313,313,2.853035143769968,13,2,1,33,0.128225,0.010305,0.001127,0.002266,0.114527
890,seed=916 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,313,784,890,313,313,2.8434504792332267,11,2,1,34,0.102141,0.007655,0.001,0.001961,0.091525
550,seed=1175 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,377,790,550,377,377,1.4588859416445623,10,1,1,12,0.057251,0.002599,0.000776,0.001159,0.052717
863,seed=1176 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,632,1313,863,632,632,1.365506329113924,11,1.0,1,17,0.129905,0.004808,0.00139,0.00237,0.121337
577,seed=1177 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,396,835,577,396,396,1.457070707070707,10,1.0,1,11,0.063967,0.002809,0.000885,0.001202,0.059071
702,seed=1178 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,489,1020,702,489,489,1.4355828220858895,12,1,1,15,0.07746,0.003437,0.001065,0.001594,0.071364
773,seed=1179 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,559,1161,773,559,559,1.3828264758497317,14,1,1,13,0.092854,0.004388,0.001213,0.001834,0.085419
635,seed=1180 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,433,909,635,433,433,1.466512702078522,10,1,1,15,0.062318,0.002984,0.00088,0.001415,0.057039
635,seed=1181 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,439,916,635,439,439,1.4464692482915718,7,1,1,18,0.074426,0.002984,0.00091,0.001507,0.069025
532,seed=1182 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,353,745,532,353,353,1.5070821529745042,9,1,1,13,0.053352,0.002625,0.000755,0.001103,0.048869
584,seed=1183 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,413,863,584,413,413,1.414043583535109,8,1,1,12,0.065864,0.002847,0.000812,0.001339,0.060866
425,seed=1184 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,282,598,425,282,282,1.5070921985815602,8,1.0,1,16,0.044552,0.002097,0.000613,0.000932,0.04091
884,seed=1185 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,644,1338,884,644,644,1.3726708074534162,10,1.0,1,12,0.119775,0.005343,0.0013,0.002172,0.11096
557,seed=1175 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,383,801,557,383,383,1.4543080939947781,10,1,1,12,0.057284,0.002603,0.00086,0.001165,0.052656
872,seed=1176 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,639,1329,872,639,639,1.3646322378716744,10,1,1,16,0.12346,0.00484,0.001278,0.002233,0.115109
577,seed=1177 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,392,828,577,392,392,1.471938775510204,9,1.0,1,12,0.060445,0.002818,0.000925,0.001312,0.05539
703,seed=1178 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,491,1022,703,491,491,1.4317718940936863,12,1,1,14,0.076491,0.003806,0.00103,0.001621,0.070034
770,seed=1179 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,559,1159,770,559,559,1.3774597495527727,14,1,1,12,0.09861,0.004521,0.001233,0.001791,0.091065
637,seed=1180 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,432,912,637,432,432,1.474537037037037,9,1.0,1,18,0.0664,0.003105,0.000938,0.001449,0.060908
651,seed=1181 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,458,955,651,458,458,1.4213973799126638,7,1.0,1,18,0.073054,0.003124,0.000951,0.001532,0.067447
533,seed=1182 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,359,754,533,359,359,1.4846796657381616,9,1,1,16,0.05926,0.002832,0.000777,0.001319,0.054332
581,seed=1183 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,415,869,581,415,415,1.4,8,1,1,12,0.061637,0.002721,0.000855,0.001373,0.056688
437,seed=1184 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,289,615,437,289,289,1.5121107266435987,8,1,1,13,0.039294,0.002029,0.000693,0.000892,0.03568
876,seed=1185 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,630,1310,876,630,630,1.3904761904761904,10,1.0,1,15,0.118915,0.0052,0.001354,0.002082,0.110279
585,seed=1175 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,405,849,585,405,405,1.4444444444444444,10,1,1,15,0.064481,0.002972,0.00081,0.001334,0.059365
886,seed=1176 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,656,1355,886,656,656,1.350609756097561,10,1.0,1,21,0.131878,0.005233,0.001527,0.002482,0.122636
577,seed=1177 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,398,836,577,398,398,1.449748743718593,9,1.0,1,12,0.052347,0.002817,0.000836,0.001343,0.047351
703,seed=1178 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,491,1024,703,491,491,1.4317718940936863,11,1,1,16,0.0884,0.003847,0.001017,0.001773,0.081763
772,seed=1179 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,557,1153,772,557,557,1.385996409335727,14,1,1,13,0.099919,0.004622,0.001273,0.001868,0.092156
658,seed=1180 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,448,945,658,448,448,1.46875,8,1.0,1,18,0.064852,0.003159,0.000939,0.001489,0.059265
649,seed=1181 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,455,945,649,455,455,1.4263736263736264,7,1,1,15,0.066558,0.003239,0.000879,0.001539,0.060901
540,seed=1182 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,370,777,540,370,370,1.4594594594594594,8,1.0,1,19,0.052089,0.002796,0.000772,0.001267,0.047254
611,seed=1183 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,431,902,611,431,431,1.4176334106728539,7,1,1,20,0.062189,0.003122,0.000908,0.001507,0.056652
452,seed=1184 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,292,621,452,292,292,1.547945205479452,8,1.0,1,12,0.048454,0.00227,0.00068,0.000933,0.044571
892,seed=1185 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,648,1345,892,648,648,1.376543209876543,10,1.0,1,14,0.109531,0.005475,0.001256,0.002173,0.100627
1110,seed=1175 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,477,1129,1110,477,477,2.3270440251572326,13,2,1,20,0.106556,0.007261,0.00136,0.002464,0.095471
1145,seed=1176 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,509,1196,1145,509,509,2.24950884086444,13,2,1,22,0.153365,0.009554,0.001531,0.002865,0.139415
1096,seed=1177 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,481,1122,1096,481,481,2.2785862785862787,13,2,1,26,0.114845,0.007337,0.00138,0.002495,0.103633
1135,seed=1178 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,490,1154,1135,490,490,2.316326530612245,16,2.0,1,22,0.165265,0.008393,0.001497,0.002779,0.152596
1136,seed=1179 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,505,1188,1136,505,505,2.2495049504950497,15,2,1,27,0.172773,0.009869,0.001655,0.002766,0.158483
1128,seed=1180 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,471,1120,1128,471,471,2.394904458598726,12,2,1,27,0.122173,0.007782,0.001409,0.002704,0.110278
1115,seed=1181 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,488,1144,1115,488,488,2.2848360655737703,12,2.0,1,23,0.117215,0.0074,0.001351,0.002686,0.105778
1084,seed=1182 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,463,1094,1084,463,463,2.3412526997840173,15,2,1,23,0.11113,0.007231,0.001297,0.002382,0.10022
1138,seed=1183 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,486,1145,1138,486,486,2.3415637860082303,13,2.0,1,22,0.113518,0.007895,0.001373,0.002587,0.101663
1103,seed=1184 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,481,1124,1103,481,481,2.2931392931392933,11,2,1,18,0.102321,0.006873,0.001366,0.002208,0.091874
1141,seed=1185 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,478,1133,1141,478,478,2.3870292887029287,15,2.0,1,24,0.171804,0.009413,0.001521,0.002736,0.158134
1119,seed=1175 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,491,1162,1119,491,491,2.2790224032586557,12,2,1,20,0.123244,0.007987,0.001346,0.002569,0.111342
1140,seed=1176 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,510,1194,1140,510,510,2.235294117647059,14,2.0,1,20,0.156452,0.010097,0.001529,0.002843,0.141983
1110,seed=1177 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,491,1143,1110,491,491,2.2606924643584523,12,2,1,21,0.109583,0.008363,0.001449,0.002481,0.09729
1137,seed=1178 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,500,1173,1137,500,500,2.274,14,2.0,1,21,0.138637,0.009527,0.001466,0.002708,0.124936
1135,seed=1179 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,497,1171,1135,497,497,2.2837022132796783,15,2,1,22,0.186229,0.01098,0.00152,0.002752,0.170977
1127,seed=1180 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,486,1150,1127,486,486,2.3189300411522633,12,2.0,1,27,0.135801,0.008566,0.001588,0.002671,0.122976
1112,seed=1181 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,482,1133,1112,482,482,2.3070539419087135,12,2.0,1,27,0.138287,0.008062,0.001327,0.00272,0.126178
1092,seed=1182 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,467,1106,1092,467,467,2.3383297644539613,13,2,1,22,0.106976,0.008315,0.001358,0.002391,0.094912
1150,seed=1183 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,496,1167,1150,496,496,2.318548387096774,11,2.0,1,30,0.125951,0.00867,0.001471,0.002724,0.113086
1095,seed=1184 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,479,1122,1095,479,479,2.2860125260960333,11,2,1,21,0.101493,0.007455,0.001299,0.002228,0.090511
1146,seed=1185 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,485,1153,1146,485,485,2.3628865979381444,14,2,1,24,0.148858,0.010749,0.001489,0.002753,0.133867
1113,seed=1175 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,499,1163,1113,499,499,2.2304609218436875,11,2,1,24,0.123135,0.009243,0.001461,0.002624,0.109807
