n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
34124,seed=35295 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,14823,34848,34124,14823,14823,2.3020980908048303,24,2,1,41,15.400327,0.529982,0.052613,0.121729,14.696003
34742,seed=35296 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,15185,35714,34742,15185,15185,2.287915706289101,31,2,1,53,39.123942,0.768151,0.056333,0.139274,38.160184
34996,seed=35297 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,15487,36224,34996,15487,15487,2.259701685284432,30,2,1,41,52.070483,1.173634,0.059591,0.144967,50.692291
34506,seed=35298 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,15060,35386,34506,15060,15060,2.291235059760956,29,2.0,1,41,25.015166,0.639537,0.056559,0.138732,24.180338
34228,seed=35299 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,14848,34997,34228,14848,14848,2.3052262931034484,27,2.0,1,42,17.895974,0.548486,0.051661,0.126112,17.169715
34704,seed=35300 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,15159,35570,34704,15159,15159,2.289333069463685,33,2,1,43,31.304218,0.66847,0.05315,0.143415,30.439183
34385,seed=35301 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,15009,35286,34385,15009,15009,2.290958758078486,26,2,1,39,19.000646,0.549466,0.056002,0.126071,18.269107
34194,seed=35302 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,14827,34950,34194,14827,14827,2.3061981520199635,25,2,1,48,12.163818,0.517762,0.04953,0.120294,11.476232
34105,seed=35292 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,14955,35123,34105,14955,14955,2.2805081912403877,18,2,1,53,11.132374,0.53566,0.048635,0.12385,10.424229
34518,seed=35293 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15240,35630,34518,15240,15240,2.26496062992126,28,2.0,1,46,29.367885,0.642813,0.052433,0.133075,28.539564
34447,seed=35294 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15140,35529,34447,15140,15140,2.275231175693527,24,2.0,1,47,18.022094,0.591733,0.050873,0.126875,17.252613
34253,seed=35295 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15078,35368,34253,15078,15078,2.2717203873192733,22,2.0,1,57,16.358411,0.581532,0.050497,0.126629,15.599753
34760,seed=35296 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15322,35957,34760,15322,15322,2.2686333376843755,29,2.0,1,47,35.941502,0.841332,0.054008,0.138667,34.907495
35023,seed=35297 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15673,36542,35023,15673,15673,2.2346072864161295,28,2,1,45,55.641543,1.262517,0.058502,0.15029,54.170234
34537,seed=35298 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15327,35868,34537,15327,15327,2.253343772427742,26,2,1,47,27.339631,0.698721,0.053168,0.136063,26.451679
34416,seed=35299 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15144,35556,34416,15144,15144,2.2725832012678286,26,2.0,1,48,25.000362,0.625772,0.054695,0.129854,24.190041
34738,seed=35300 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15275,35779,34738,15275,15275,2.2741734860883795,31,2,1,55,32.693446,0.74583,0.0548,0.139945,31.752871
34477,seed=35301 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15201,35622,34477,15201,15201,2.2680744687849486,25,2,1,46,20.860799,0.617804,0.05427,0.133558,20.055167
34319,seed=35302 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15045,35305,34319,15045,15045,2.2810900631439015,21,2,1,59,13.142677,0.574527,0.051692,0.124413,12.392045
34373,seed=35292 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,15479,36140,34373,15479,15479,2.220621487176174,18,2,1,66,14.078713,0.6707,0.052147,0.132556,13.22331
34713,seed=35293 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,15757,36607,34713,15757,15757,2.2030208796090625,27,2,1,69,26.724393,0.831449,0.056359,0.147479,25.689106
34656,seed=35294 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,15668,36514,34656,15668,15668,2.2118968598417155,20,2.0,1,84,24.531376,0.752881,0.055604,0.140992,23.581899
34536,seed=35295 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,15577,36286,34536,15577,15577,2.217114977209989,21,2,1,72,21.159584,0.725492,0.053702,0.138245,20.242145
34862,seed=35296 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,15850,36923,34862,15850,15850,2.199495268138801,24,2.0,1,60,47.040969,1.002489,0.055305,0.161797,45.821378
35043,seed=35297 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16171,37419,35043,16171,16171,2.167027394718941,24,2,1,68,61.970303,1.447495,0.06035,0.17437,60.288088
34707,seed=35298 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,15750,36705,34707,15750,15750,2.2036190476190476,24,2.0,1,64,33.850946,0.878412,0.060725,0.144876,32.766933
34546,seed=35299 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,15548,36296,34546,15548,15548,2.2218934911242605,24,2.0,1,63,26.480218,0.765598,0.052605,0.13973,25.522285
34814,seed=35300 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,15756,36688,34814,15756,15756,2.2095709570957096,28,2.0,1,72,39.300472,0.93018,0.055675,0.149012,38.165605
34710,seed=35301 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,15721,36593,34710,15721,15721,2.2078748171235927,21,2,1,75,27.193169,0.767732,0.052214,0.142708,26.230515
34531,seed=35302 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,15533,36239,34531,15533,15533,2.2230734565119423,20,2,1,63,13.441384,0.711163,0.05243,0.133951,12.54384
34230,seed=35292 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11474,29199,34230,11474,11474,2.983266515600488,16,2.0,1,36,4.679311,0.461036,0.045853,0.090466,4.081956
34721,seed=35293 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11607,29503,34721,11607,11607,2.9913845093478075,16,2,1,52,5.357183,0.483117,0.04565,0.111901,4.716515
34808,seed=35294 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11651,29597,34808,11651,11651,2.987554716333362,16,2,1,45,4.707276,0.471253,0.045581,0.090905,4.099537
34437,seed=35295 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11470,29219,34437,11470,11470,3.002353966870096,17,2.0,1,40,4.811433,0.469458,0.045503,0.09157,4.204902
34720,seed=35296 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11574,29484,34720,11574,11574,2.999827198894073,16,2.0,1,50,7.770295,0.503391,0.045841,0.120053,7.10101
34995,seed=35297 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11774,29876,34995,11774,11774,2.972226940716834,15,2.0,1,57,14.545386,0.616374,0.048421,0.128321,13.75227
34617,seed=35298 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11534,29373,34617,11534,11534,3.001300502861106,17,2.0,1,53,5.987799,0.485801,0.047671,0.116429,5.337898
34467,seed=35299 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11402,29091,34467,11402,11402,3.0228907209261533,15,2.0,1,39,5.002112,0.469576,0.044507,0.089017,4.399012
34909,seed=35300 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11573,29518,34909,11573,11573,3.016417523546185,17,2,1,44,6.399082,0.503229,0.046383,0.105515,5.743955
34758,seed=35301 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11600,29510,34758,11600,11600,2.9963793103448277,15,2.0,1,43,4.968598,0.477451,0.047061,0.092738,4.351348
34452,seed=35302 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,11451,29198,34452,11451,11451,3.0086455331412103,16,2,1,36,4.506572,0.455335,0.047318,0.089193,3.914726
34665,seed=35292 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,11826,29996,34665,11826,11826,2.9312531709791982,15,2.0,1,38,5.099881,0.509703,0.045441,0.092473,4.452264
34935,seed=35293 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,11949,30197,34935,11949,11949,2.9236756213909114,15,2,1,52,6.115329,0.54748,0.047957,0.119123,5.400769
34950,seed=35294 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,11989,30286,34950,11989,11989,2.915172241221119,15,2,1,49,5.714052,0.536431,0.046631,0.095679,5.035311
34791,seed=35295 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,11892,30054,34791,11892,11892,2.925580221997982,15,2.0,1,43,4.948587,0.52985,0.046345,0.095059,4.277333
34993,seed=35296 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,11887,30126,34993,11887,11887,2.9438041558004544,15,2,1,49,9.435854,0.577061,0.047443,0.114516,8.696834
35082,seed=35297 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,12024,30357,35082,12024,12024,2.9176646706586826,16,2.0,1,64,18.128883,0.687512,0.051405,0.125162,17.264804
34798,seed=35298 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,11860,30032,34798,11860,11860,2.9340640809443506,16,2.0,1,49,6.837857,0.551771,0.048646,0.121437,6.116003
34808,seed=35299 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,11852,30030,34808,11852,11852,2.9368882888963888,15,2.0,1,40,5.671008,0.537033,0.045891,0.093487,4.994597
35015,seed=35300 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,11912,30177,35015,11912,11912,2.9394728005372732,16,2.0,1,53,7.441755,0.565163,0.048019,0.113597,6.714976
34891,seed=35301 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,11934,30171,34891,11934,11934,2.923663482487012,15,2.0,1,50,5.857545,0.536941,0.047105,0.0983,5.175199
34772,seed=35302 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,11873,30042,34772,11873,11873,2.9286616693337826,15,2,1,35,4.83753,0.524635,0.045621,0.091121,4.176153
34869,seed=35292 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12532,31285,34869,12532,12532,2.7823970635173954,14,2.0,1,44,6.601775,0.634842,0.047723,0.104664,5.814546
35106,seed=35293 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12566,31393,35106,12566,12566,2.7937291102976287,14,2.0,1,62,8.489393,0.692726,0.049017,0.133163,7.614487
35102,seed=35294 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12610,31469,35102,12610,12610,2.7836637589214908,14,2.0,1,59,7.55296,0.664516,0.049499,0.108435,6.73051
35051,seed=35295 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12516,31248,35051,12516,12516,2.8004953659316074,14,2.0,1,58,6.73767,0.66345,0.049432,0.104897,5.919891
35083,seed=35296 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12475,31243,35083,12475,12475,2.8122645290581163,14,2,1,70,15.209811,0.716157,0.04993,0.135421,14.308303
35185,seed=35297 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12664,31592,35185,12664,12664,2.778348073278585,14,2.0,1,56,36.940318,0.840439,0.054572,0.132216,35.913091
35089,seed=35298 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12599,31423,35089,12599,12599,2.7850623065322644,14,2,1,67,10.613541,0.719758,0.050031,0.115504,9.728248
34955,seed=35299 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12533,31328,34955,12533,12533,2.789036942471874,14,2,1,46,7.95136,0.663682,0.050454,0.106377,7.130847
35154,seed=35300 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12526,31298,35154,12526,12526,2.806482516365959,14,2.0,1,71,11.314298,0.726417,0.049968,0.113337,10.424576
35070,seed=35301 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12561,31368,35070,12561,12561,2.791975161213279,15,2,1,54,8.006777,0.682212,0.048893,0.108617,7.167055
34961,seed=35302 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,12453,31166,34961,12453,12453,2.8074359592066167,13,2,1,50,6.629022,0.647447,0.048547,0.103005,5.830023
34517,seed=45877 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25633,52934,34517,25633,25633,1.346584480942535,55,1,1,34,61.399115,0.840238,0.061082,0.148467,60.349328
30858,seed=45878 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,22488,46653,30858,22488,22488,1.3721985058697972,40,1.0,1,30,46.007847,0.581329,0.049933,0.139462,45.237123
33903,seed=45879 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25207,52074,33903,25207,25207,1.3449835363192764,58,1,1,36,61.398177,0.823398,0.06274,0.150646,60.361393
29977,seed=45880 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,21789,45220,29977,21789,21789,1.375785947037496,45,1,1,32,52.90266,0.514529,0.048144,0.135441,52.204546
28651,seed=45881 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,20628,42883,28651,20628,20628,1.3889373666860578,40,1.0,1,41,28.409635,0.400027,0.04791,0.129889,27.831809
29999,seed=45882 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,21674,44983,29999,21674,21674,1.3841007658946203,52,1.0,1,31,37.553086,0.444459,0.047459,0.136376,36.924792
27867,seed=45883 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19963,41518,27867,19963,19963,1.395932475078896,38,1,1,33,34.719549,0.366721,0.046259,0.123491,34.183078
27992,seed=45884 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,20174,41975,27992,20174,20174,1.387528502032319,45,1.0,1,31,26.830042,0.374338,0.043215,0.123535,26.288954
29859,seed=45885 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,21536,44719,29859,21536,21536,1.3864691679049035,48,1.0,1,34,53.939405,0.437412,0.04896,0.133725,53.319308
26615,seed=45886 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,18932,39438,26615,18932,18932,1.4058208324529897,38,1.0,1,43,16.748801,0.317024,0.040224,0.104978,16.286575
30800,seed=45887 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,22462,46599,30800,22462,22462,1.3712047012732616,54,1.0,1,31,61.039113,0.558583,0.05087,0.132208,60.297452
34532,seed=45877 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25637,52932,34532,25637,25637,1.346959472637204,51,1,1,42,62.171864,0.8577,0.057663,0.148983,61.107518
30927,seed=45878 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,22560,46781,30927,22560,22560,1.370877659574468,37,1.0,1,33,45.464378,0.59759,0.052444,0.141043,44.673301
33941,seed=45879 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25262,52186,33941,25262,25262,1.343559496476922,53,1.0,1,38,61.406422,0.845876,0.057704,0.147398,60.355444
30039,seed=45880 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,21823,45276,30039,21823,21823,1.3764835265545525,43,1,1,35,55.829227,0.535439,0.051871,0.135106,55.106811
28671,seed=45881 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,20671,42948,28671,20671,20671,1.3870156257558899,37,1,1,39,29.220862,0.422973,0.044856,0.13201,28.621023
30108,seed=45882 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,21733,45088,30108,21733,21733,1.385358671145263,49,1,1,36,37.533042,0.468871,0.047373,0.132911,36.883887
27874,seed=45883 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19970,41539,27874,19970,19970,1.3957936905358037,36,1.0,1,38,24.549991,0.388017,0.046657,0.124633,23.990684
28089,seed=45884 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,20240,42095,28089,20240,20240,1.387796442687747,43,1.0,1,31,27.599417,0.398341,0.05232,0.125372,27.023384
29916,seed=45885 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,21579,44809,29916,21579,21579,1.3863478381760044,44,1,1,39,36.287187,0.454181,0.051553,0.135431,35.646022
26795,seed=45886 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19071,39711,26795,19071,19071,1.4050128467306382,35,1,1,41,16.563672,0.340294,0.043514,0.106334,16.07353
30862,seed=45887 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,22500,46646,30862,22500,22500,1.3716444444444444,51,1.0,1,38,61.069284,0.586917,0.054266,0.131907,60.296194
34829,seed=45877 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,25999,53634,34829,25999,25999,1.3396284472479711,47,1,1,47,63.908792,0.990979,0.061531,0.151018,62.705264
31161,seed=45878 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,22780,47187,31161,22780,22780,1.367910447761194,32,1.0,1,41,61.158529,0.656537,0.050585,0.14114,60.310267
34201,seed=45879 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,25494,52609,34201,25494,25494,1.3415313407076175,45,1.0,1,57,61.611701,1.04482,0.058215,0.14976,60.358906
30323,seed=45880 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,22008,45618,30323,22008,22008,1.3778171573973101,37,1.0,1,58,39.346927,0.638252,0.050578,0.139218,38.518879
28925,seed=45881 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20817,43217,28925,20817,20817,1.3894893596579718,33,1,1,63,28.128183,0.503719,0.045771,0.130426,27.448267
30258,seed=45882 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,21915,45426,30258,21915,21915,1.3806981519507187,45,1,1,46,35.957213,0.55993,0.05309,0.136592,35.207601
28082,seed=45883 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20122,41827,28082,20122,20122,1.3955869197892854,32,1.0,1,40,24.950014,0.432571,0.048852,0.1247,24.343891
28321,seed=45884 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20463,42510,28321,20463,20463,1.3840101646874847,38,1,1,42,36.911972,0.453044,0.044671,0.127307,36.28695
30150,seed=45885 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,21773,45176,30150,21773,21773,1.3847425710742662,39,1,1,55,52.064728,0.551058,0.047561,0.135364,51.330745
27103,seed=45886 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,19238,40050,27103,19238,19238,1.4088262813182244,32,1.0,1,54,16.069612,0.401143,0.04201,0.11904,15.507419
31130,seed=45887 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,22717,47031,31130,22717,22717,1.3703393934058195,45,1,1,50,46.806912,0.733283,0.050206,0.135565,45.887858
44858,seed=45877 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19591,46010,44858,19591,19591,2.2897248736664797,35,2,1,49,51.239102,0.973081,0.073107,0.184058,50.008856
44661,seed=45878 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19490,45789,44661,19490,19490,2.291482811698307,23,2.0,1,46,30.30301,0.843198,0.066144,0.167331,29.226337
44890,seed=45879 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19710,46244,44890,19710,19710,2.2775240994419077,35,2.0,1,48,51.56589,0.964972,0.06887,0.18376,50.348288
44591,seed=45880 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19333,45512,44591,19333,19333,2.3064708012207107,30,2,1,55,23.810716,0.825413,0.068807,0.172404,22.744092
44633,seed=45881 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19469,45771,44633,19469,19469,2.2925163079767836,26,2,1,48,26.007506,0.768709,0.070839,0.163251,25.004707
44709,seed=45882 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19346,45552,44709,19346,19346,2.311020365967125,39,2.0,1,43,48.253976,0.80215,0.066923,0.172113,47.21279
44455,seed=45883 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19312,45437,44455,19312,19312,2.30193661971831,24,2.0,1,55,18.453339,0.740653,0.067002,0.159451,17.486233
44564,seed=45884 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19338,45577,44564,19338,19338,2.304478229392905,29,2.0,1,47,31.665746,0.766994,0.069347,0.163491,30.665914
44719,seed=45885 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19355,45594,44719,19355,19355,2.3104624128132265,28,2,1,45,22.758227,0.802544,0.068294,0.170532,21.716857
44386,seed=45886 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19325,45452,44386,19325,19325,2.296817593790427,25,2,1,51,18.140163,0.737342,0.065908,0.160133,17.17678
44786,seed=45887 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19605,46063,44786,19605,19605,2.2844172404998724,33,2,1,44,36.971919,0.851946,0.067906,0.178201,35.873866
45033,seed=45877 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19900,46641,45033,19900,19900,2.262964824120603,33,2.0,1,49,55.305868,1.072655,0.071703,0.191036,53.970474
44809,seed=45878 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19856,46468,44809,19856,19856,2.2566982272361,21,2.0,1,61,30.099189,0.936596,0.068098,0.17625,28.918245
45040,seed=45879 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19918,46673,45040,19918,19918,2.261271211969073,31,2.0,1,58,53.501529,1.074054,0.071886,0.1958,52.159789
44722,seed=45880 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19655,46117,44722,19655,19655,2.275349783770033,28,2,1,57,27.154095,0.914242,0.068094,0.175883,25.995876
44687,seed=45881 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19703,46177,44687,19703,19703,2.2680302492006295,24,2,1,56,22.72083,0.869337,0.067028,0.174411,21.610054
44821,seed=45882 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19704,46222,44821,19704,19704,2.2747157937474625,34,2.0,1,48,34.124094,0.900635,0.067899,0.178051,32.977509
44550,seed=45883 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19567,45933,44550,19567,19567,2.276792558900189,22,2,1,59,17.404715,0.817984,0.069462,0.164894,16.352375
44723,seed=45884 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19689,46214,44723,19689,19689,2.2714713799583524,27,2,1,51,20.316769,0.855402,0.066688,0.168419,19.22626
44877,seed=45885 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19705,46268,44877,19705,19705,2.277442273534636,28,2,1,57,24.435229,0.897437,0.068821,0.173659,23.295312
44511,seed=45886 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19594,45959,44511,19594,19594,2.271664795345514,22,2.0,1,51,19.093331,0.82061,0.066221,0.167404,18.039096
44921,seed=45887 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,19895,46588,44921,19895,19895,2.2579039959788894,30,2,1,61,35.322802,0.956581,0.068449,0.17733,34.120442
45141,seed=45877 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20480,47655,45141,20480,20480,2.204150390625,28,2.0,1,83,61.953735,1.332563,0.073035,0.199983,60.348154
44982,seed=45878 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20413,47474,44982,20413,20413,2.2035957478077695,19,2,1,66,39.950271,1.139315,0.069933,0.190287,38.550736
45190,seed=45879 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20559,47830,45190,20559,20559,2.198064108176468,27,2,1,82,60.277377,1.314905,0.071627,0.199544,58.691301
44903,seed=45880 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20225,47162,44903,20225,20225,2.2201730531520396,26,2,1,78,37.720048,1.117662,0.068985,0.187706,36.345695
44991,seed=45881 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20410,47456,44991,20410,20410,2.204360607545321,21,2.0,1,83,27.433558,1.070902,0.06902,0.186534,26.107102
45018,seed=45882 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20312,47343,45018,20312,20312,2.2163253249310753,29,2.0,1,88,41.188554,1.136529,0.071489,0.189619,39.790917
44807,seed=45883 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20243,47195,44807,20243,20243,2.213456503482685,19,2,1,73,26.228919,1.01131,0.067737,0.179732,24.97014
44930,seed=45884 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20308,47343,44930,20308,20308,2.2124285995666733,22,2.0,1,78,27.7592,1.045812,0.068241,0.183341,26.461806
45055,seed=45885 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20191,47162,45055,20191,20191,2.2314397503838346,23,2,1,84,33.302595,1.11476,0.075696,0.189564,31.922575
44856,seed=45886 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20228,47210,44856,20228,20228,2.217520268934151,20,2.0,1,89,18.592364,0.99985,0.066426,0.179647,17.346441
45063,seed=45887 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,20417,47553,45063,20417,20417,2.2071313121418425,24,2,1,83,43.247009,1.214243,0.071618,0.193119,41.768029
45042,seed=45877 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,14995,38203,45042,14995,14995,3.0038012670890297,18,2,1,43,12.316735,0.72964,0.061869,0.128586,11.39664
44221,seed=45878 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,14765,37555,44221,14765,14765,2.994988147646461,18,2,1,42,7.602768,0.670196,0.060601,0.140627,6.731344
